,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol
ENSMUSG00000118068,1.081659,-1.054075,1.185437,-0.8891874,0.3739024,NA,NA
ENSMUSG00000102331,1.75706,-1.125017,1.265238,-0.8891739,0.3739096,NA,NA
ENSMUSG00000036526,46.37856,0.3472906,0.3905802,0.8891659,0.3739139,0.6713362,Card11
ENSMUSG00000082703,0.5818505,1.82216,2.049471,0.8890882,0.3739557,NA,Gm11907
ENSMUSG00000029097,76.75368,-0.1837421,0.2066791,-0.8890213,0.3739917,0.6713838,Trmt44
ENSMUSG00000114201,1.279012,1.464857,1.647811,0.8889714,0.3740185,NA,Gm18079
ENSMUSG00000048330,5.341965,-0.5475144,0.6159442,-0.8889026,0.3740554,NA,Ric3
ENSMUSG00000117962,330.0818,0.1328566,0.1494669,0.8888701,0.3740729,0.6714378,NA
ENSMUSG00000115828,4.488046,-0.6010826,0.6763854,-0.8886687,0.3741811,NA,NA
ENSMUSG00000114016,2.784838,-1.028111,1.157128,-0.8885027,0.3742704,NA,NA
ENSMUSG00000017132,174.2243,0.1849303,0.2081383,0.8884972,0.3742734,0.6717058,Cyth1
ENSMUSG00000116140,2.584283,-0.7927812,0.8923173,-0.8884521,0.3742976,NA,Gm7748
ENSMUSG00000107495,1.448366,1.594486,1.794689,0.8884465,0.3743006,NA,NA
ENSMUSG00000044453,18.6155,-0.3411354,0.3840088,-0.8883529,0.3743509,NA,Ffar1
ENSMUSG00000020515,351.3005,0.1022742,0.1151338,0.8883069,0.3743757,0.6717975,Cnot8
ENSMUSG00000067629,5.859136,-0.5296774,0.5963487,-0.8882008,0.3744328,NA,Syngap1
ENSMUSG00000029291,396.228,-0.1154116,0.1299434,-0.8881684,0.3744502,0.6718393,Rufy3
ENSMUSG00000020420,22.98162,-0.2964735,0.3338469,-0.8880525,0.3745125,NA,Zfp607a
ENSMUSG00000057417,9.917172,0.5737771,0.6462945,0.8877951,0.374651,NA,Dcpp3
ENSMUSG00000084299,12.49576,0.3808024,0.4289444,0.8877663,0.3746665,NA,Gm6630
ENSMUSG00000044330,176.0354,0.1588078,0.1788998,0.8876914,0.3747068,0.6720499,NA
ENSMUSG00000044499,0.4008539,-2.890144,3.256108,-0.8876069,0.3747523,NA,Hs3st5
ENSMUSG00000041912,26.01611,-0.3314612,0.3734411,-0.8875864,0.3747633,0.6720499,Tdrkh
ENSMUSG00000025332,546.9194,-0.09925839,0.1118296,-0.8875862,0.3747634,0.6720499,Kdm5c
ENSMUSG00000022674,307.151,0.1029796,0.1160243,0.8875694,0.3747724,0.6720499,Ube2v2
ENSMUSG00000111717,3.969518,-0.7761802,0.8745273,-0.8875425,0.3747869,NA,NA
ENSMUSG00000020220,669.2572,-0.09755299,0.109935,-0.8873696,0.37488,0.6721508,Vps13d
ENSMUSG00000050671,1.664268,-1.161087,1.30855,-0.8873085,0.3749129,NA,Ism2
ENSMUSG00000107541,0.7811207,-1.197707,1.349837,-0.8872971,0.374919,NA,Gm44336
ENSMUSG00000039853,17.29701,-0.4149257,0.4676496,-0.8872578,0.3749401,NA,Trim14
ENSMUSG00000023216,2.872829,0.9553971,1.077046,0.8870531,0.3750503,NA,Epb42
ENSMUSG00000063849,151.5583,0.1529202,0.1723957,0.8870302,0.3750626,0.6723865,Ppcdc
ENSMUSG00000086995,1.775532,-0.8741388,0.9855491,-0.8869561,0.3751025,NA,Gm13544
ENSMUSG00000087143,2.708876,0.962678,1.085488,0.8868618,0.3751533,NA,A830082K12Rik
ENSMUSG00000039230,33.58845,0.2620401,0.2954885,0.8868029,0.375185,0.672514,Tbcd
ENSMUSG00000041729,4.019913,0.8139662,0.9179339,0.8867373,0.3752204,NA,Coro2b
ENSMUSG00000116819,3.050204,1.066186,1.202396,0.8867176,0.3752309,NA,NA
ENSMUSG00000081217,0.6036966,1.893089,2.135014,0.8866867,0.3752476,NA,NA
ENSMUSG00000111734,1.531897,1.650628,1.861774,0.886589,0.3753002,NA,Gm29825
ENSMUSG00000111330,0.6380971,1.924544,2.170911,0.8865146,0.3753403,NA,NA
ENSMUSG00000118294,109.5074,0.1930902,0.2178112,0.8865023,0.3753469,0.6727123,NA
ENSMUSG00000108660,1.062996,-1.136644,1.282205,-0.8864757,0.3753613,NA,Gm21284
ENSMUSG00000027167,62.5947,0.2240294,0.2527935,0.8862149,0.3755017,0.6728943,Elp4
ENSMUSG00000094153,1.858467,-0.9220953,1.040565,-0.8861486,0.3755375,NA,NA
ENSMUSG00000048878,639.8326,0.07898324,0.08913346,0.8861234,0.375551,0.6728943,Hexim1
ENSMUSG00000060407,1.611071,-0.9717663,1.096678,-0.8860999,0.3755637,NA,Cyp2a12
ENSMUSG00000103529,14.01608,-0.4932355,0.5566578,-0.8860659,0.375582,NA,NA
ENSMUSG00000074579,62.07969,0.1933526,0.2182464,0.8859371,0.3756514,0.6728966,Lekr1
ENSMUSG00000075273,76.29833,0.1877298,0.2119012,0.8859306,0.3756549,0.6728966,Ttc30b
ENSMUSG00000028520,2.273931,1.340651,1.513466,0.8858151,0.3757172,NA,4921539E11Rik
ENSMUSG00000037111,161.0431,-0.1488902,0.1680947,-0.8857521,0.3757511,0.6729029,Setd7
ENSMUSG00000028519,2572.931,0.08839202,0.09979524,0.8857338,0.375761,0.6729029,Dab1
ENSMUSG00000043557,2.660114,0.960285,1.084337,0.8855966,0.375835,NA,Mdga1
ENSMUSG00000036873,225.6871,0.132166,0.149245,0.8855643,0.3758523,0.6729747,2410004B18Rik
ENSMUSG00000037287,1094.365,-0.1481312,0.1673073,-0.8853841,0.3759495,0.6730568,Tbcel
ENSMUSG00000079559,22.28969,0.4046869,0.4571926,0.8851563,0.3760724,NA,Colca2
ENSMUSG00000005338,0.5998882,1.846294,2.086015,0.8850817,0.3761126,NA,Cadm3
ENSMUSG00000025917,873.5096,0.08226762,0.09295951,0.8849833,0.3761656,0.6733519,Cops5
ENSMUSG00000010476,3.580823,-0.8099739,0.9153525,-0.8848765,0.3762233,NA,Ebf3
ENSMUSG00000102014,1.282281,1.430509,1.616823,0.8847653,0.3762832,NA,2900009J06Rik
ENSMUSG00000015016,195.7609,-0.109368,0.1236228,-0.8846911,0.3763233,0.6735036,Acsf3
ENSMUSG00000074195,14890.67,-0.227441,0.2571107,-0.8846036,0.3763705,0.6735036,Clca4b
ENSMUSG00000029221,469.3466,0.08473904,0.09581049,0.8844443,0.3764564,0.6735036,Slc30a9
ENSMUSG00000032492,3.643966,0.9179945,1.037941,0.8844378,0.3764599,NA,Pth1r
ENSMUSG00000104200,70.56088,0.1934687,0.2187598,0.8843886,0.3764865,0.6735036,NA
ENSMUSG00000057409,57.79243,0.2019773,0.2283905,0.8843505,0.3765071,0.6735036,Zfp53
ENSMUSG00000027827,5.257761,-0.6564068,0.742508,-0.88404,0.3766746,NA,Kcnab1
ENSMUSG00000009210,1.211371,-1.212622,1.371704,-0.8840259,0.3766822,NA,Prr29
ENSMUSG00000107881,581.8516,-0.1400298,0.1584103,-0.8839688,0.3767131,0.6737803,NA
ENSMUSG00000085891,2.051715,1.133377,1.282417,0.8837818,0.376814,NA,Gm14634
ENSMUSG00000050812,680.5876,-0.09011024,0.1019701,-0.8836925,0.3768622,0.6738864,Ecpas
ENSMUSG00000080175,0.6183048,1.908627,2.159948,0.8836451,0.3768878,NA,NA
ENSMUSG00000050708,36076.68,-0.1047318,0.1185379,-0.8835295,0.3769503,0.6738864,Ftl1
ENSMUSG00000013236,38.77799,-0.3009209,0.3405901,-0.883528,0.376951,0.6738864,Ptprs
ENSMUSG00000111944,0.5506502,1.729588,1.957678,0.8834893,0.3769719,NA,Gm18024
ENSMUSG00000041483,150.6587,0.1229581,0.139175,0.8834784,0.3769778,0.6738864,Zfp281
ENSMUSG00000078894,64.38797,-0.1893446,0.2143493,-0.8833462,0.3770493,0.6739024,2210418O10Rik
ENSMUSG00000025905,1.563332,-1.041418,1.179015,-0.8832945,0.3770772,NA,Oprk1
ENSMUSG00000020010,1.13785,-1.473488,1.668218,-0.8832704,0.3770902,NA,Vnn3
ENSMUSG00000003308,868.025,-0.08568396,0.09701432,-0.8832094,0.3771231,0.6739024,Keap1
ENSMUSG00000010376,2666.409,-0.0804827,0.09112866,-0.8831766,0.3771409,0.6739024,Nedd8
ENSMUSG00000085363,0.372549,-1.991699,2.255447,-0.8830616,0.377203,NA,NA
ENSMUSG00000049036,0.4766924,-2.391603,2.708722,-0.8829264,0.377276,NA,Tmem121
ENSMUSG00000105599,167.9797,-0.1311261,0.1485448,-0.8827378,0.3773779,0.6741166,Gm9238
ENSMUSG00000063364,2.299716,1.330793,1.507605,0.8827202,0.3773875,NA,3300002I08Rik
ENSMUSG00000040356,374.9345,0.150976,0.1710425,0.882681,0.3774086,0.6741166,Skiv2l
ENSMUSG00000064357,291681.6,0.1262697,0.1430544,0.8826695,0.3774149,0.6741166,ATP6
ENSMUSG00000091412,1.116687,-1.432263,1.622734,-0.8826235,0.3774398,NA,NA
ENSMUSG00000045790,19.12397,-0.2915378,0.3303778,-0.8824375,0.3775403,NA,Ccdc149
ENSMUSG00000020601,12.308,-0.433611,0.491383,-0.8824298,0.3775444,NA,Trib2
ENSMUSG00000085667,17.58153,-0.3670191,0.416054,-0.8821428,0.3776996,NA,Gm12992
ENSMUSG00000112255,7.459262,-0.504539,0.5720063,-0.8820515,0.3777489,NA,NA
ENSMUSG00000024761,5.574897,-0.5554071,0.6296954,-0.8820251,0.3777632,NA,NA
ENSMUSG00000054666,1.102945,-1.187313,1.346169,-0.881994,0.3777801,NA,Olfr63
ENSMUSG00000089682,221.6406,-0.1995501,0.226252,-0.8819817,0.3777867,0.6746889,Bcl2l2
ENSMUSG00000064658,0.2778255,-3.500604,3.969371,-0.8819041,0.3778287,NA,Gm24166
ENSMUSG00000020062,671.3854,0.4150074,0.4705991,0.8818705,0.3778468,0.6747045,Slc5a8
ENSMUSG00000083709,0.548731,1.723482,1.95502,0.8815675,0.3780107,NA,NA
ENSMUSG00000062044,3.166168,1.039775,1.179474,0.8815587,0.3780155,NA,Lmtk3
ENSMUSG00000073413,16.52301,0.3975265,0.4510015,0.8814306,0.3780848,NA,Ly6g6d
ENSMUSG00000082362,0.5538759,1.719225,1.950648,0.881361,0.3781225,NA,NA
ENSMUSG00000105485,4.995029,-0.6021645,0.6832465,-0.8813284,0.3781401,NA,NA
ENSMUSG00000113424,0.5974216,-1.910418,2.167913,-0.8812243,0.3781964,NA,NA
ENSMUSG00000033963,0.2283676,-2.705854,3.071321,-0.8810065,0.3783143,NA,Fancd2os
ENSMUSG00000111078,1.370224,1.489411,1.690739,0.8809233,0.3783593,NA,NA
ENSMUSG00000091430,1.823505,-1.085891,1.232696,-0.8809079,0.3783677,NA,NA
ENSMUSG00000040188,1458.053,0.09401921,0.106734,0.8808737,0.3783862,0.6755756,Scamp2
ENSMUSG00000106301,1.316922,1.43524,1.629599,0.8807317,0.3784631,NA,NA
ENSMUSG00000014932,273.6768,-0.1686049,0.1914845,-0.8805149,0.3785805,0.6758305,Yes1
ENSMUSG00000050702,16.48307,0.4934939,0.5605051,0.8804449,0.3786183,NA,4930563M21Rik
ENSMUSG00000022054,8.479642,0.4831404,0.5487489,0.8804398,0.3786211,NA,Nefm
ENSMUSG00000111593,0.7243672,-1.243767,1.412836,-0.8803337,0.3786786,NA,NA
ENSMUSG00000046958,0.7910552,2.250152,2.556516,0.8801635,0.3787707,NA,NA
ENSMUSG00000113959,23.75734,0.3055029,0.3470981,0.8801628,0.3787711,NA,NA
ENSMUSG00000068617,3.684061,-0.9203637,1.045688,-0.8801518,0.3787771,NA,Efcab1
ENSMUSG00000033446,116.6734,-0.1870041,0.2124703,-0.8801421,0.3787823,0.6760527,Lpar6
ENSMUSG00000082675,70.77036,0.2996601,0.3404862,0.8800948,0.378808,0.6760527,NA
ENSMUSG00000055022,0.5139711,-1.934413,2.198028,-0.8800676,0.3788227,NA,Cntn1
ENSMUSG00000103945,0.6385314,1.894422,2.152775,0.8799907,0.3788644,NA,NA
ENSMUSG00000084077,12.36193,-0.4928958,0.560128,-0.8799701,0.3788755,NA,NA
ENSMUSG00000059325,279.4195,-0.1164694,0.1323733,-0.8798557,0.3789375,0.6761918,Hopx
ENSMUSG00000042275,0.3895462,-2.467667,2.804867,-0.8797805,0.3789782,NA,Pelo
ENSMUSG00000000378,132.6845,-0.1478389,0.1680619,-0.8796689,0.3790387,0.6762237,Ccm2
ENSMUSG00000051652,3.85643,-0.7702747,0.8756845,-0.8796258,0.3790621,NA,Lrrc3
ENSMUSG00000030213,681.2973,-0.09402737,0.1069007,-0.8795771,0.3790885,0.6762237,Atf7ip
ENSMUSG00000046034,273.9268,-0.1018011,0.1157439,-0.8795374,0.37911,0.6762237,Otulin
ENSMUSG00000096385,14.67311,0.4885575,0.5554785,0.8795255,0.3791164,NA,NA
ENSMUSG00000030703,2.267335,-0.8840085,1.005123,-0.8795025,0.3791289,NA,Gdpd3
ENSMUSG00000047798,4.717722,0.7022002,0.79842,0.8794873,0.3791371,NA,Cd300lf
ENSMUSG00000115099,0.7293857,2.128507,2.420431,0.8793918,0.3791889,NA,NA
ENSMUSG00000035671,51.3079,-0.1907765,0.216985,-0.8792149,0.3792848,0.6763594,Zswim4
ENSMUSG00000040952,6303.324,0.1444777,0.1643275,0.8792064,0.3792894,0.6763594,Rps19
ENSMUSG00000073486,0.6634807,1.917609,2.18126,0.8791288,0.3793314,NA,NA
ENSMUSG00000083974,666.6096,0.1819993,0.2070263,0.8791118,0.3793407,0.6763594,NA
ENSMUSG00000027649,161.1563,-0.1224678,0.1393304,-0.8789737,0.3794156,0.6763986,Ctnnbl1
ENSMUSG00000040928,703.3741,-0.133399,0.1517827,-0.8788811,0.3794658,0.6763986,S100pbp
ENSMUSG00000073797,5.862482,-0.5340536,0.6077506,-0.8787381,0.3795433,NA,NA
ENSMUSG00000026347,3.496761,-0.7015284,0.7986054,-0.8784418,0.379704,NA,Tmem163
ENSMUSG00000059146,4.25526,-0.5931849,0.6753308,-0.878362,0.3797473,NA,Ntrk3
ENSMUSG00000080968,2.688567,-0.681639,0.7760875,-0.8783018,0.37978,NA,Atf1-ps
ENSMUSG00000061898,78.30365,-0.1724468,0.1963464,-0.8782784,0.3797926,0.6768893,Rbak
ENSMUSG00000086674,2.89412,1.109509,1.263349,0.8782287,0.3798196,NA,NA
ENSMUSG00000085595,4.500773,-0.6735314,0.7669532,-0.8781909,0.3798401,NA,Gm16090
ENSMUSG00000074437,344.5253,0.58093,0.6615338,0.8781561,0.379859,0.6769156,Defa29
ENSMUSG00000118361,0.8417092,2.306624,2.626727,0.8781363,0.3798698,NA,NA
ENSMUSG00000086541,3.536199,0.8150802,0.9282303,0.8781013,0.3798888,NA,Has2os
ENSMUSG00000042743,12.62926,-0.4565321,0.5200185,-0.8779152,0.3799898,NA,Sgtb
ENSMUSG00000108101,16.90921,-0.3579368,0.4077851,-0.8777584,0.3800748,NA,NA
ENSMUSG00000040888,397.5364,0.1211328,0.1380125,0.8776947,0.3801094,0.6772699,Gfer
ENSMUSG00000021252,850.9438,0.08019896,0.09138521,0.8775923,0.380165,0.6772769,Erg28
ENSMUSG00000047497,1.670641,-0.967053,1.101973,-0.8775652,0.3801797,NA,Adamts12
ENSMUSG00000108320,20.24855,-0.3106858,0.3540873,-0.8774272,0.3802547,NA,NA
ENSMUSG00000059895,103.6687,0.2279004,0.2597435,0.8774054,0.3802665,0.6773658,Ptp4a3
ENSMUSG00000104309,1.333774,1.526674,1.740237,0.8772797,0.3803348,NA,Gm5846
ENSMUSG00000052428,935.0532,-0.1021239,0.1164176,-0.8772207,0.3803668,0.6774454,Tmco1
ENSMUSG00000096362,2.778186,0.9879205,1.126207,0.8772104,0.3803723,NA,Rps12-ps21
ENSMUSG00000026866,5.352397,-0.5299881,0.6042201,-0.8771441,0.3804084,NA,Kynu
ENSMUSG00000100862,293631.5,0.1255028,0.143083,0.8771329,0.3804144,0.6774454,Gm10925
ENSMUSG00000036699,1.482288,1.603695,1.82852,0.8770454,0.380462,NA,Zcchc12
ENSMUSG00000066366,1215.591,0.3393003,0.3869296,0.8769045,0.3805385,0.6775744,Serpina1a
ENSMUSG00000070816,0.5571318,1.78975,2.041067,0.8768699,0.3805573,NA,Vmn1r86
ENSMUSG00000119004,0.5394203,1.76842,2.016891,0.8768051,0.3805925,NA,Gm23264
ENSMUSG00000107921,0.6119934,-1.721404,1.963386,-0.8767531,0.3806208,NA,Gm6423
ENSMUSG00000038084,532.0545,0.1018613,0.1161896,0.8766814,0.3806597,0.6776982,Opa1
ENSMUSG00000112309,0.626091,1.805331,2.05942,0.8766207,0.3806927,NA,NA
ENSMUSG00000083905,0.541605,1.708555,1.950079,0.8761463,0.3809505,NA,NA
ENSMUSG00000059772,137.8348,-0.1624449,0.1854192,-0.8760955,0.3809781,0.6781335,Slx1b
ENSMUSG00000083004,121.3602,0.2597079,0.2964562,0.8760414,0.3810075,0.6781335,Gm13413
ENSMUSG00000097875,2.04826,-1.012111,1.155503,-0.8759049,0.3810817,NA,NA
ENSMUSG00000021189,247.3764,-0.1156204,0.1320145,-0.8758156,0.3811303,0.6782599,Atxn3
ENSMUSG00000039155,17.67948,-0.3659195,0.4178431,-0.8757343,0.3811745,NA,Cdh26
ENSMUSG00000118664,399.3304,0.1248688,0.1425966,0.8756788,0.3812047,0.6782697,Tusc3
ENSMUSG00000061451,29.04016,-0.3606058,0.4118313,-0.8756154,0.3812392,0.6782697,Tmem151a
ENSMUSG00000114683,0.2720804,-2.992794,3.418439,-0.8754856,0.3813097,NA,NA
ENSMUSG00000046230,309.5938,-0.1346128,0.1537612,-0.8754665,0.3813201,0.6783217,Vps13a
ENSMUSG00000035275,7.814433,0.5677213,0.6486646,0.8752154,0.3814567,NA,Raver2
ENSMUSG00000040614,0.6003972,1.887744,2.157259,0.8750661,0.3815379,NA,Nlrp9c
ENSMUSG00000105130,0.6111514,1.894821,2.165348,0.8750654,0.3815383,NA,NA
ENSMUSG00000025538,20.9881,0.2969329,0.339327,0.8750644,0.3815389,NA,Sumf2
ENSMUSG00000091570,1.031125,-1.067692,1.220263,-0.8749685,0.3815911,NA,Gm7707
ENSMUSG00000099102,1.496727,-0.8526702,0.9746434,-0.8748536,0.3816536,NA,Gm11983
ENSMUSG00000055368,1.522797,-0.8792011,1.004982,-0.8748423,0.3816597,NA,Slc6a2
ENSMUSG00000042978,49.9159,0.2268195,0.2592819,0.8747986,0.3816835,0.6788761,Sbk1
ENSMUSG00000113370,6.881732,-0.516634,0.5905951,-0.8747685,0.3816999,NA,NA
ENSMUSG00000040327,22.05702,-0.3834667,0.4384049,-0.8746862,0.3817447,NA,Cul9
ENSMUSG00000110772,2.769456,0.9821197,1.122984,0.8745621,0.3818122,NA,NA
ENSMUSG00000015806,3846.644,-0.1356271,0.1550801,-0.8745615,0.3818126,0.6789829,Qdpr
ENSMUSG00000006498,14.85354,0.3567294,0.4079703,0.8744006,0.3819001,NA,Ptbp1
ENSMUSG00000036928,25.68066,0.3397836,0.3886176,0.8743391,0.3819336,0.6789829,Stag3
ENSMUSG00000030811,200.7964,-0.1442294,0.1649717,-0.874268,0.3819723,0.6789829,Fbxl19
ENSMUSG00000070780,8428.511,-0.07443753,0.08514659,-0.874228,0.3819941,0.6789829,Rbm47
ENSMUSG00000110247,1.347912,1.507321,1.724352,0.8741375,0.3820434,NA,NA
ENSMUSG00000025223,189.2707,-0.1586886,0.1815423,-0.8741136,0.3820564,0.6789829,Ldb1
ENSMUSG00000030206,1.426638,1.575473,1.802539,0.8740302,0.3821018,NA,Gsg1
ENSMUSG00000034639,47.52313,0.2175933,0.2489702,0.8739733,0.3821328,0.6789829,Setmar
ENSMUSG00000034194,151.3808,-0.1277506,0.1461776,-0.8739411,0.3821503,0.6789829,R3hcc1
ENSMUSG00000113771,0.6474129,-1.471673,1.683968,-0.8739313,0.3821557,NA,Gm36529
ENSMUSG00000032641,30.52456,-0.2451608,0.2805275,-0.8739279,0.3821575,0.6789829,Gpr19
ENSMUSG00000053552,0.676593,2.031278,2.324313,0.8739259,0.3821586,NA,Ebf4
ENSMUSG00000096712,12.7628,0.4768884,0.5456869,0.8739231,0.3821601,NA,NA
ENSMUSG00000007989,19.67115,0.5931209,0.6786952,0.8739134,0.3821654,NA,Fzd3
ENSMUSG00000070495,22.49076,0.3931442,0.4499538,0.8737435,0.382258,NA,Ctcfl
ENSMUSG00000106261,0.7034503,2.06511,2.363799,0.8736405,0.382314,NA,NA
ENSMUSG00000109536,75.36198,-0.2445409,0.2799491,-0.8735189,0.3823803,0.679254,NA
ENSMUSG00000037315,95.44202,-0.1515696,0.1735283,-0.8734577,0.3824136,0.679254,Jade3
ENSMUSG00000118047,0.7390181,2.074695,2.375444,0.8733928,0.382449,NA,4930554I06Rik
ENSMUSG00000113973,0.6763746,2.027061,2.321662,0.8731078,0.3826043,NA,NA
ENSMUSG00000078566,42.98352,-0.3256515,0.3730107,-0.8730352,0.3826439,0.6794616,Bnip3
ENSMUSG00000038503,326.4575,-0.08696773,0.09961554,-0.8730337,0.3826447,0.6794616,Mesd
ENSMUSG00000002329,1093.152,0.073466,0.08417278,0.8727999,0.3827721,0.6794616,Mdp1
ENSMUSG00000032399,9218.918,0.1174128,0.1345249,0.8727955,0.3827745,0.6794616,Rpl4
ENSMUSG00000035851,602.2382,-0.0914816,0.1048194,-0.8727548,0.3827967,0.6794616,Ythdc1
ENSMUSG00000074121,11.22278,-0.5557438,0.6367853,-0.8727334,0.3828084,NA,Ntf5
ENSMUSG00000114728,3.358456,0.8621706,0.9879162,0.8727163,0.3828177,NA,NA
ENSMUSG00000091233,60.16704,0.2812552,0.3222916,0.8726733,0.3828412,0.6794616,NA
ENSMUSG00000034780,0.4564334,-2.391219,2.740163,-0.8726556,0.3828508,NA,B3galt1
ENSMUSG00000023926,2.098565,-0.9232199,1.058016,-0.8725956,0.3828835,NA,Rhag
ENSMUSG00000109710,0.2940843,-2.92838,3.3573,-0.8722426,0.383076,NA,Gm4974
ENSMUSG00000044624,1.27752,-1.06964,1.226664,-0.8719911,0.3832132,NA,Gm4922
ENSMUSG00000032479,423.0811,-0.1227067,0.1407226,-0.8719755,0.3832218,0.680045,Map4
ENSMUSG00000096557,4.005834,-0.5903394,0.6770747,-0.8718969,0.3832646,NA,NA
ENSMUSG00000053046,7.050955,-0.6908565,0.7923945,-0.8718593,0.3832851,NA,Brsk2
ENSMUSG00000109097,1.303326,1.397732,1.603417,0.8717208,0.3833607,NA,Gm29683
ENSMUSG00000112085,0.5144347,-1.709781,1.961868,-0.8715064,0.3834777,NA,NA
ENSMUSG00000032202,70.88318,0.2865677,0.3288725,0.8713641,0.3835554,0.6803342,Rab27a
ENSMUSG00000090592,2.556375,-0.7111552,0.8161678,-0.8713344,0.3835716,NA,NA
ENSMUSG00000027341,187.7343,0.1683647,0.1932426,0.8712607,0.3836118,0.6803342,Tmem230
ENSMUSG00000096927,1.626184,-0.918059,1.053753,-0.8712277,0.3836298,NA,Gm3466
ENSMUSG00000030035,339.3022,0.1111362,0.127565,0.8712117,0.3836386,0.6803342,Wbp1
ENSMUSG00000039774,310.4946,0.1391417,0.1597156,0.8711845,0.3836534,0.6803342,Galnt12
ENSMUSG00000082429,1.788231,-0.8423407,0.9669377,-0.8711427,0.3836762,NA,NA
ENSMUSG00000072884,9.311678,-0.4704499,0.5400938,-0.8710521,0.3837257,NA,Gm10433
ENSMUSG00000046351,311.1171,-0.07413221,0.0851121,-0.870995,0.3837569,0.6803342,Zfp322a
ENSMUSG00000041120,18.59115,-0.3739003,0.4292874,-0.870979,0.3837656,NA,Nbl1
ENSMUSG00000042082,146.4471,-0.2124733,0.2439498,-0.8709712,0.3837699,0.6803342,Arsb
ENSMUSG00000021958,131.8295,-0.2213981,0.2542105,-0.8709243,0.3837955,0.6803342,Pinx1
ENSMUSG00000118382,1115.568,-0.2346061,0.2693951,-0.8708626,0.3838292,0.6803342,NA
ENSMUSG00000109775,1.005639,-1.360902,1.562763,-0.8708309,0.3838465,NA,NA
ENSMUSG00000096433,149.8746,0.1236545,0.1420013,0.8707985,0.3838642,0.6803342,Zfp994
ENSMUSG00000116673,130.0386,-0.1858211,0.2134091,-0.870727,0.3839032,0.6803342,A630089N07Rik
ENSMUSG00000100261,0.3904135,-2.138588,2.456268,-0.8706656,0.3839368,NA,NA
ENSMUSG00000047414,2.667823,0.8730715,1.003027,0.870437,0.3840617,NA,Flrt2
ENSMUSG00000029275,14.82002,0.5115239,0.5876845,0.8704057,0.3840787,NA,Gfi1
ENSMUSG00000025938,0.79693,2.259209,2.595743,0.8703516,0.3841083,NA,Slco5a1
ENSMUSG00000117891,2.832496,-0.9266693,1.064805,-0.870271,0.3841523,NA,NA
ENSMUSG00000100776,1.588291,-1.300269,1.494291,-0.8701579,0.3842141,NA,Gm18254
ENSMUSG00000110498,8.99678,0.5372979,0.6174846,0.8701397,0.3842241,NA,NA
ENSMUSG00000057751,2.620203,0.8837991,1.015726,0.8701159,0.3842371,NA,Megf6
ENSMUSG00000058440,287.6851,0.1041974,0.1197598,0.8700532,0.3842714,0.6806874,Nrf1
ENSMUSG00000025218,77.90765,0.1915036,0.2201176,0.870006,0.3842971,0.6806874,Poll
ENSMUSG00000114832,0.6702493,2.016499,2.317936,0.8699545,0.3843253,NA,Gm21388
ENSMUSG00000070407,6.127402,0.7124057,0.8189531,0.869898,0.3843561,NA,Hs3st3b1
ENSMUSG00000042901,289.8986,-0.1225877,0.1409306,-0.8698447,0.3843853,0.6806874,Aida
ENSMUSG00000020571,1875.361,0.08958448,0.1029894,0.8698416,0.384387,0.6806874,Pdia6
ENSMUSG00000029600,46.36097,0.1958602,0.2251804,0.8697927,0.3844137,0.6806874,Rita1
ENSMUSG00000037876,799.8689,-0.11972,0.1376421,-0.8697925,0.3844138,0.6806874,Jmjd1c
ENSMUSG00000084939,9.756203,-0.4761963,0.5475364,-0.8697071,0.3844605,NA,NA
ENSMUSG00000117799,3.393267,0.8603646,0.9893387,0.8696361,0.3844993,NA,NA
ENSMUSG00000083668,0.9083556,-1.589846,1.828423,-0.8695177,0.384564,NA,Gm5648
ENSMUSG00000066068,3812.78,0.1015394,0.1167969,0.8693666,0.3846466,0.6810077,Gm13611
ENSMUSG00000114052,0.3168878,-3.348366,3.85248,-0.8691455,0.3847676,NA,NA
ENSMUSG00000053291,1.283076,-1.032376,1.188007,-0.8689982,0.3848481,NA,Rab4b
ENSMUSG00000044475,203.9543,-0.1010348,0.1162816,-0.86888,0.3849128,0.6812608,Ascc1
ENSMUSG00000038119,112.2566,0.1439742,0.1657058,0.8688545,0.3849267,0.6812608,Cdon
ENSMUSG00000020929,349.7194,0.1204207,0.1386025,0.8688205,0.3849453,0.6812608,Eftud2
ENSMUSG00000043747,0.4924672,-1.717306,1.977032,-0.8686285,0.3850504,NA,1520401A03Rik
ENSMUSG00000038077,0.6999999,-1.358622,1.564197,-0.8685747,0.3850798,NA,Kcna6
ENSMUSG00000021464,93.07975,-0.224137,0.2580893,-0.8684472,0.3851495,0.6815303,Ror2
ENSMUSG00000062470,15.08054,-0.3538324,0.4075223,-0.8682528,0.3852559,NA,Fbxl12os
ENSMUSG00000104241,6.147884,0.6754832,0.7781544,0.868058,0.3853626,NA,NA
ENSMUSG00000007207,56.87836,-0.2396857,0.2761463,-0.8679665,0.3854127,0.6818607,Stx1a
ENSMUSG00002075807,0.7386315,2.112575,2.434031,0.8679324,0.3854313,NA,NA
ENSMUSG00002076343,0.7386315,2.112575,2.434031,0.8679324,0.3854313,NA,NA
ENSMUSG00000009248,194.8668,-0.1965056,0.2264154,-0.8678983,0.38545,0.6818607,Ascl2
